ID,Age,MonthlyIncome,NumberOfDependents,RevolvingUtilizationOfUnsecuredLines,DebtRatio,OpenCreditCardLoans,DaysPastDue90,OpenRealEstateLoans,LastYearProfit
35336,31,4034,1,0.442248051,0.528376704,9,0,1,1501.0
35337,60,NA,0,0.029875068,4880.0,20,0,3,1725.0
35341,36,1900,2,1.065797807,1.821146765,8,0,1,4170.0
35344,26,6900,1,0.311738118,0.24590639,9,0,1,528.0
35347,53,NA,0,0.249566724,3175.0,6,0,2,-2753.0
35348,54,9648,0,0.052104432,0.188827858,10,0,2,1044.0
35352,48,NA,0,0.235529386,1785.0,9,0,2,1600.0
35359,69,10416,0,0.053834571,0.011903619,11,0,0,724.0
35361,53,4333,0,0.243519653,0.384863867,13,0,1,2855.0
35363,40,4000,1,0.9999999,0.111972007,1,4,0,-5389.0
35366,51,8400,1,0.116790461,0.402452089,20,0,2,1134.0
35370,62,NA,0,0.035503263,13526.0,26,0,9,2042.0
35378,76,NA,0,0.058828063,257.0,14,0,0,804.0
35405,44,1200,3,0.947744316,0.383846794,5,0,0,1060.0
35411,63,4700,1,0.051799309,0.770687088,16,0,1,1683.0
35416,89,NA,NA,0.005929721,10.0,11,0,0,2349.0
35422,64,NA,0,0.064479879,2850.0,7,0,1,3599.0
35424,50,4850,0,0.344015358,0.696557411,8,0,1,1950.0
35432,30,5940,0,0.885241009,0.316276721,11,0,0,702.0
35437,41,10400,4,0.691179513,0.388712624,10,0,2,569.0
35438,52,3367,1,0.832172069,0.457541568,10,1,2,1233.0
35445,75,NA,0,0.122142297,1859.0,12,0,1,1606.0
35461,41,12645,1,0.9999999,0.078839159,2,3,0,-1308.0
35469,38,1,1,0.414890262,546.5,5,0,0,712.0
35470,27,1900,4,0.897237033,0.242503945,4,0,0,1884.0
35475,36,9833,2,0.17924429,0.373500102,8,0,2,2962.0
35476,65,3600,0,0.031310543,0.458483755,8,0,1,938.0
35480,52,9250,1,0.030152848,0.370662631,8,0,2,1337.0
35487,39,NA,0,0.9999999,3061.0,7,0,2,1084.0
35490,58,7500,0,0.109331446,0.197840288,8,0,2,1099.0
35506,61,5900,1,0.829759769,0.47398746,12,0,1,721.0
35507,73,NA,NA,0.007768238,424.0,3,0,1,1339.0
35508,52,14300,2,0.096726038,0.360813929,7,0,3,1268.0
35520,35,4443,2,0.452960731,0.233123312,3,0,0,861.0
35521,46,9800,2,0.08587317,0.300479543,13,0,1,834.0
35527,62,5270,3,0.02945985,0.464997154,8,0,1,1794.0
35535,50,NA,0,1.22558538,817.0,12,3,0,-8061.0
35541,69,3700,0,0.493853372,2.427181843,20,0,3,1513.0
35547,55,2324,0,0.9999999,0.836989247,9,0,2,1272.0
35550,33,NA,0,0.038974931,581.0,4,0,0,1130.0
35552,65,3500,1,0.010220166,0.257926307,9,0,1,747.0
35564,21,1100,0,0.652694611,0.178019982,7,0,0,1421.0
35571,44,8500,1,0.066199547,0.77967298,8,0,2,897.0
35572,84,NA,1,0.069573597,463.0,8,0,0,308.0
35578,45,8059,3,0.754544765,0.862406948,11,0,2,499.0
35588,35,12000,0,0.12396083,0.021081577,5,1,0,462.0
35593,39,4820,0,0.079565395,0.918481643,13,0,2,1906.0
35602,42,NA,1,0.103444233,662.0,8,0,0,738.0
35607,70,NA,0,0.331337325,448.0,3,0,0,425.0
35608,49,3000,0,0.880549764,0.144285238,3,0,0,733.0
35620,73,5000,1,0.422350041,0.25714857,9,0,0,906.0
35623,76,NA,0,0.007668324,7.0,6,0,0,782.0
35635,35,NA,NA,0.011157877,895.0,11,0,1,1513.0
35643,53,8810,3,0.047196107,0.525819998,13,0,1,1457.0
35648,33,5800,0,0.019263594,0.194794001,11,1,1,830.0
35651,52,5405,1,0.12971548,0.410469848,6,0,2,1984.0
35655,65,4000,0,0.023159691,0.35416146,13,0,1,531.0
35663,79,4652,0,0.155644438,0.161186331,4,0,0,1163.0
35667,58,NA,0,0.506483453,3137.0,9,0,1,1471.0
35674,34,5833,0,0.892249159,0.363729859,10,0,0,1482.0
35679,79,4025,0,0.009828357,0.078241431,6,0,0,169.0
35681,57,6100,1,0.118233001,0.576462875,14,0,2,260.0
35690,28,2816,0,0.9999999,0.136315229,2,0,0,1265.0
35691,53,3100,1,0.135580894,0.511770397,7,0,1,7444.0
35693,88,3622,0,0.005040968,0.385868065,10,0,1,183.0
35694,56,10600,3,0.032010463,0.36770116,13,0,1,1552.0
35695,68,11124,1,0.040100868,0.19658427,8,0,2,709.0
35700,65,NA,0,0.008345655,9.0,4,0,0,1919.0
35705,54,NA,2,0.072936471,3868.0,7,0,2,1868.0
35714,64,2895,0,0.020188203,0.013121547,15,0,0,1114.0
35721,31,6000,1,0.15696076,0.0029995,1,0,0,352.0
35726,33,5000,1,0.996646546,0.097980404,3,0,0,403.0
35728,35,NA,0,0.172260735,2038.0,5,0,1,2765.0
35735,94,NA,NA,0.031580702,11.0,2,0,0,1278.0
35739,52,5200,0,0.036789605,0.466833301,17,0,2,297.0
35756,82,4749,0,0.084541612,0.011578947,4,0,0,2422.0
35764,71,10500,0,0.031527465,0.15836587,12,0,1,920.0
35767,49,15000,3,0.9999999,0.023731751,1,1,1,-2332.0
35769,47,NA,3,0.204144839,3398.0,16,0,2,1586.0
35776,45,14982,1,0.369631883,0.201161316,14,0,0,1107.0
35782,56,NA,0,0.046291095,1391.0,4,0,1,1123.0
35785,70,2979,0,0.020616011,0.129865772,6,0,0,-1658.0
35786,45,3416,1,0.9999999,0.012584138,0,2,0,675.0
35787,32,NA,0,0.9999999,566.0,1,2,0,451.0
35788,63,9284,0,0.041208879,0.402261712,6,0,2,483.0
35789,75,3324,0,0.824642061,0.747368421,10,0,0,901.0
35800,49,10630,1,0.119030299,0.747907064,13,0,1,428.0
35801,56,5083,3,0.069833884,0.256097561,9,0,1,864.0
35806,50,4000,1,0.573628425,0.582854286,10,0,2,792.0
35812,49,6624,2,0.790524578,0.572528302,9,0,1,4369.0
35816,64,10996,1,0.56456395,1.069382559,15,0,2,1534.0
35818,28,4450,2,0.464866336,0.12963379,6,0,0,782.0
35827,46,12250,4,0.263493509,0.828503796,12,0,6,554.0
35830,49,3629,3,0.913071475,0.704683196,12,2,1,-1310.0
35836,67,NA,0,0.006417174,1276.0,18,0,1,516.0
35838,44,6250,2,0.056692189,0.421852504,14,0,1,533.0
35843,64,4759,0,0.568078953,0.723319328,8,0,1,1723.0
35845,44,4909,0,0.208550675,0.092057026,18,0,0,1939.0
35861,87,7450,0,0.019685216,0.002147363,5,0,0,414.0
35862,36,2800,0,0.920265781,0.063548733,3,1,0,1208.0
35883,73,6320,0,0.103789621,0.004904287,3,0,0,677.0
35886,63,NA,0,0.079996522,736.0,5,0,1,576.0
35887,35,3700,1,0.044959633,0.639556877,7,0,1,1596.0
35889,42,15000,0,0.41667772,0.467435504,10,0,2,1582.0
35891,38,2200,0,0.356821589,0.009541118,1,0,0,2704.0
35902,29,2700,1,0.23252859,0.050721955,7,0,0,455.0
35907,40,5500,2,1.01039896,0.054899109,5,0,0,1445.0
35909,34,3553,2,0.15705446,0.14969049,7,0,0,545.0
35910,56,10000,0,0.093809551,0.436056394,15,0,3,585.0
35922,57,7000,0,0.046342734,0.306670476,9,0,2,5727.0
35926,53,5675,0,0.9999999,0.039112051,0,0,0,-986.0
35942,68,NA,1,0.043307358,1090.0,7,0,1,1250.0
35947,65,6645,1,0.355159263,0.459674992,22,0,1,1148.0
35950,59,5400,1,0.71127406,0.509535271,4,0,1,-3325.0
35953,53,6500,2,0.084898302,0.918012613,11,0,3,3251.0
35960,37,NA,0,1.075979739,1687.0,5,1,0,-974.0
35961,65,3000,1,0.049789559,0.629456848,9,0,1,698.0
35969,44,NA,2,0.830458477,2009.0,6,0,1,1678.0
35979,50,NA,NA,0.9999999,2527.0,2,0,1,431.0
35980,28,5450,3,0.676997169,0.412401394,9,0,0,585.0
35981,58,NA,NA,0.011628781,1639.0,3,0,1,1916.0
35984,32,5000,0,0.272234864,0.154969006,13,0,0,795.0
35995,64,13543,2,0.04436306,0.162950384,10,0,2,927.0
36003,37,8666,1,0.183881612,0.595015576,6,0,3,1628.0
36006,71,6000,0,0.09007185,0.39310115,9,0,1,767.0
36007,70,8866,0,0.021135064,0.252622082,15,0,2,817.0
36020,76,1800,0,0.112177564,0.008883953,1,0,0,414.0
36026,43,8450,0,0.074877691,0.04532008,9,0,1,971.0
36035,41,NA,0,4.39E-5,925.0,5,0,1,1139.0
36040,62,14600,1,0.009518342,0.148140538,12,0,3,2096.0
36062,33,3833,0,0.540306462,0.404016693,4,0,1,792.0
36068,67,NA,0,0.049002949,1813.0,8,0,1,1979.0
36079,54,8380,1,0.577604302,0.212743109,15,0,0,817.0
36082,32,NA,0,0.9999999,628.0,2,0,0,-4822.0
36087,32,2566,0,0.9999999,0.041293339,3,0,0,1514.0
36089,38,1600,0,0.9999999,0.031230481,2,2,0,-4136.0
36092,31,24166,0,0.203796204,0.003806844,3,0,0,1722.0
36094,63,10500,0,0.015657541,0.146557471,24,0,1,1370.0
36096,39,6121,3,5.35196E-4,0.054067298,11,0,0,2288.0
36097,25,4000,0,0.047190562,0.003249188,3,0,0,1487.0
36112,39,4000,0,0.133811291,0.449137716,11,0,1,1645.0
36122,56,20833,3,0.20718061,0.165594701,9,0,1,2010.0
36127,61,6800,0,0.35043725,0.427731216,9,0,1,691.0
36135,43,4583,0,0.119851436,0.706151832,9,0,4,-1033.0
36137,64,5000,0,1.72226E-4,9.998E-4,14,0,0,1567.0
36139,86,8333,0,0.9999999,0.313534917,5,0,1,2139.0
36141,66,NA,0,0.027230842,4072.0,8,0,1,2924.0
36147,24,820,0,0.024722778,0.638246041,5,0,0,1003.0
36152,66,NA,0,0.027078847,708.0,7,0,1,1241.0
36155,41,2379,1,0.887058564,0.725210084,12,0,1,-1262.0
36163,35,2900,2,0.806607449,0.273698725,12,0,0,-1773.0
36164,50,2343,3,0.61346923,0.55503413,5,0,1,321.0
36175,31,1500,2,0.929267043,0.056628914,7,0,0,527.0
36184,45,7004,0,0.701783224,0.435831549,14,0,2,653.0
36208,68,NA,0,0.054071164,3414.0,11,0,1,855.0
36210,58,8000,0,0.057592874,0.254468191,13,0,2,307.0
36211,69,NA,0,0.030422497,2110.0,8,0,1,1188.0
36215,27,3513,0,0.423832414,0.256687536,9,0,0,1101.0
36217,65,NA,1,0.0758237,1045.0,19,0,1,2081.0
36227,37,5500,0,0.177496302,0.144882749,8,0,0,381.0
36229,70,4708,0,0.837968582,0.928434912,10,0,2,512.0
36239,25,NA,0,0.64940239,7.0,2,1,0,-2361.0
36241,65,NA,0,0.269360394,2513.0,14,0,2,6195.0
36245,72,NA,NA,0.082036719,85.0,4,0,0,2277.0
36251,63,7500,0,0.05712917,0.289694707,13,0,2,737.0
36263,48,NA,0,0.006328353,2383.0,10,0,1,507.0
36264,40,6590,1,0.640463211,0.267941132,7,0,1,702.0
36269,67,10900,0,0.022964725,0.187138795,8,0,1,1940.0
36273,67,NA,0,0.032299675,5875.0,9,0,4,979.0
36274,32,1400,0,0.009805819,0.002855103,3,0,0,748.0
36275,45,15000,0,0.075495233,0.006999533,6,0,0,1327.0
36277,71,NA,0,0.455413615,2407.0,8,0,2,719.0
36279,47,NA,0,0.393485947,554.0,15,0,0,263.0
36283,45,6718,4,0.315689981,0.090191993,5,0,0,-8999.0
36285,49,11160,2,0.323876095,0.122748858,11,0,0,2795.0
36292,70,NA,0,0.001294067,2441.0,9,0,1,673.0
36299,47,5000,3,0.294896767,0.329734053,4,0,1,1059.0
36304,47,4200,0,0.309771259,0.903594382,6,0,2,1938.0
36306,60,1300,0,0.096207448,0.165257494,7,0,0,1012.0
36320,58,4110,0,0.073578595,0.414254439,6,0,1,1537.0
36321,57,6112,0,0.008136875,0.00507116,8,0,0,837.0
36322,34,2137,0,0.179581283,0.060336763,5,0,0,968.0
36324,46,3588,1,0.31438952,0.424909446,11,0,0,1027.0
36329,36,NA,0,0.929545756,1950.0,6,0,1,1451.0
36333,46,5208,1,0.219096285,0.543482434,10,0,1,791.0
36343,40,5500,2,0.104748408,0.588983821,20,0,2,2102.0
36351,88,2083,0,0.089451835,0.065259117,3,0,0,974.0
36354,83,4800,0,0.082045898,0.051864195,7,0,0,1062.0
36359,74,7000,0,0.062197927,0.249821454,8,0,1,953.0
36362,51,9700,0,0.478835045,0.281414287,13,0,1,2188.0
36369,64,8708,0,0.03521174,0.007004248,4,0,0,653.0
36370,75,NA,0,0.052041704,1422.0,6,0,1,1127.0
36390,31,5700,0,0.176460208,0.10471847,8,0,0,1257.0
36392,57,NA,0,0.070811159,457.0,7,0,0,825.0
36393,67,2000,0,0.038658437,0.011994003,3,0,0,498.0
36394,57,11683,3,0.91131046,0.604330709,19,0,3,1422.0
36395,82,3700,0,0.038177208,0.101323966,3,0,1,763.0
36398,64,3130,2,0.260962051,0.688278505,10,0,1,1551.0
36407,45,2655,2,0.088784045,0.561370482,17,0,1,899.0
36410,52,10750,2,0.113368543,0.279229839,14,0,2,1799.0
36412,39,3000,2,0.051996414,0.274241919,5,0,0,390.0
36413,67,NA,0,0.033626627,555.0,9,0,0,1726.0
36416,49,8500,3,0.261640798,0.375485237,10,0,2,1731.0
36419,70,2144,0,0.24857871,0.354778555,8,0,1,2979.0
36427,49,45833,1,0.038204194,0.05895187,7,0,1,451.0
36432,63,7750,0,0.014789621,0.175977293,11,0,1,109.0
36434,65,5481,0,0.176734341,0.840204305,14,0,3,2312.0
36436,40,NA,0,0.875902677,1431.0,8,0,1,1459.0
36448,34,2135,0,0.146550493,1.120786517,5,0,1,912.0
36454,29,4000,0,0.184605918,0.533366658,5,0,1,1188.0
36466,34,8500,2,0.099154192,0.295965181,17,0,1,538.0
36467,46,13287,3,0.889466301,0.246462974,13,0,0,687.0
36468,45,13500,2,0.127641904,0.078957114,12,1,1,6483.0
36477,72,400,0,0.027141057,0.112219451,14,0,0,1073.0
36481,50,5780,2,1.55552E-4,0.36654558,11,0,1,1573.0
36482,38,14583,3,0.544222385,0.175877674,4,0,0,1183.0
36484,63,7876,2,0.028430311,0.273962168,11,0,1,462.0
36488,49,6083,1,0.064705722,0.147107166,7,0,1,1638.0
36498,43,3500,2,0.834851036,0.38103399,15,0,0,973.0
36501,45,3833,2,0.404435457,0.819248826,11,0,2,558.0
36505,27,2250,0,0.693843594,0.043536206,3,0,0,1643.0
36506,54,NA,1,0.017983034,2648.0,5,0,2,762.0
36518,49,2713,1,0.270267621,0.135224761,7,0,0,1105.0
36523,56,13676,0,0.013149343,0.426994224,5,0,2,524.0
36524,81,3300,0,0.057676185,0.052408361,14,0,0,915.0
36527,38,NA,2,0.85693321,1970.0,9,0,0,326.0
36539,31,3000,0,0.242430577,0.705098301,12,0,1,1922.0
36546,29,9950,1,0.128978504,0.475128128,7,0,2,778.0
36554,64,5500,1,0.004666278,0.445555354,2,0,1,4503.0
36571,58,5833,1,0.312035914,0.172608845,9,0,0,3399.0
36578,61,NA,1,0.203327696,2204.0,15,0,2,734.0
36579,60,NA,0,0.357611274,5336.0,9,0,2,801.0
36580,45,7500,0,0.097287288,0.338621517,12,0,1,403.0
36585,29,3764,1,0.782801911,0.17689243,4,0,0,-1859.0
36589,71,10500,0,0.024189868,0.177030759,14,0,2,861.0
36591,57,9800,0,0.165927192,0.060197939,13,0,0,1080.0
36596,56,8833,1,0.22576166,0.350464116,27,0,2,739.0
36598,48,5000,3,0.006249805,0.183563287,5,0,1,939.0
36606,53,25712,0,0.035312292,0.167230584,22,1,2,-1129.0
36621,42,9271,1,0.981555032,0.553602243,21,0,2,-2038.0
36628,37,7000,3,0.127077055,0.27496072,6,0,0,2348.0
36634,63,NA,0,0.9999999,3615.0,6,0,4,1390.0
36637,36,2905,2,0.886535552,0.008602891,2,0,0,2925.0
36640,75,NA,0,0.091996933,534.0,2,0,0,1795.0
36643,61,NA,0,0.9999999,161.0,1,0,0,1168.0
36644,79,4000,0,0.126771831,0.059985004,5,0,0,154.0
36658,40,14250,0,0.546625459,0.098308891,4,1,0,-1567.0
36659,59,6320,0,0.03029809,0.222591362,19,0,1,1187.0
36662,82,NA,0,0.068259386,556.0,4,0,1,714.0
36665,64,1800,0,0.036384081,0.014991671,4,0,0,1127.0
36672,68,7208,0,0.009420948,0.380496601,22,0,2,1453.0
36676,70,17500,0,0.047163053,0.413690646,16,0,4,1010.0
36679,55,6913,0,0.096417778,0.992768296,16,0,3,1043.0
36683,49,6700,3,0.152589827,0.320996866,4,0,2,967.0
36686,57,2500,0,0.042684319,0.652139144,16,0,1,729.0
36688,53,9500,2,0.347756677,0.204189033,10,0,1,2448.0
36689,44,9049,2,0.018632423,0.462209945,17,0,2,1787.0
36691,58,11231,3,0.083689615,0.186787749,20,0,1,570.0
36692,35,3333,2,0.479860806,0.107678464,2,0,0,3040.0
36695,53,2500,2,1.026564062,1.253898441,8,0,1,-7316.0
36697,49,10000,2,0.959560049,0.301469853,8,1,0,296.0
36711,77,NA,0,0.103602346,459.0,11,0,1,948.0
36712,34,5250,2,0.9999999,0.640830318,4,0,2,734.0
36724,40,9000,3,0.315181795,0.399622264,16,0,1,680.0
36725,54,19166,3,0.050760424,0.063651067,10,0,0,1294.0
36727,56,3048,0,0.431188088,0.708756969,12,0,1,-6566.0
36733,46,6000,0,0.62871442,0.96383936,15,0,2,-5180.0
36743,50,5500,3,0.891204453,0.176695146,11,0,0,183.0
36750,84,NA,0,0.006460063,956.0,6,0,1,801.0
36751,74,4604,0,0.076586734,0.167643865,11,0,0,1187.0
36752,69,10478,1,0.007322964,0.182364729,10,0,1,637.0
36754,47,0,0,0.142843956,968.0,8,0,2,284.0
36756,54,4930,1,0.178287859,0.521800852,16,0,1,2136.0
36757,48,3100,0,0.9999999,0.074814576,2,8,1,215.0
36763,51,4000,0,0.871192746,0.306923269,4,0,0,913.0
36764,39,2238,0,0.915273643,1.079053149,10,0,0,-1688.0
36769,45,8000,7,0.173066431,0.382702162,17,0,3,341.0
36776,44,7325,1,0.097660533,0.320775321,9,0,2,3702.0
36777,58,8900,1,0.513357565,0.468711381,17,0,1,360.0
36781,44,4250,0,0.007293903,0.861914844,5,0,2,649.0
36784,49,10135,4,0.624186296,0.414265983,13,0,1,1824.0
36785,31,2425,0,0.978971036,7.732893652,8,0,0,-3496.0
36802,76,2400,0,0.652426831,0.760932945,5,0,1,3216.0
36804,59,18750,3,0.264135604,0.244893606,6,0,3,1285.0
36807,74,10500,0,0.002437114,0.067993524,15,0,1,5634.0
36809,40,6291,1,0.787925655,1.200095359,9,0,2,1071.0
36821,42,7000,0,0.052806581,0.010284245,4,0,0,666.0
36828,38,6833,1,0.310355832,0.328211882,7,0,1,605.0
36831,29,2000,1,0.9999999,0.135932034,2,2,0,1160.0
36832,61,4200,0,0.003506247,1.595096406,23,0,4,619.0
36840,29,4160,0,0.250058331,0.523431867,8,0,1,475.0
36841,25,1000,0,0.075487419,0.012987013,3,0,0,526.0
36842,59,NA,NA,0.036413632,17.0,2,0,0,339.0
36844,55,14000,0,0.396470775,0.580458539,11,0,2,1187.0
36853,53,6030,2,0.49373764,0.318023545,18,0,0,1085.0
36858,59,4200,1,0.027466463,0.58105213,27,0,2,1628.0
36865,37,4000,0,0.99260148,0.865783554,8,0,2,623.0
36880,65,3870,1,0.163304556,0.806251615,12,0,2,922.0
36881,56,NA,NA,0.968051597,1098.0,3,1,1,-4747.0
36884,33,5519,0,0.049119555,0.102355072,3,0,0,2347.0
36885,61,2643,1,0.055361564,0.32526475,6,0,2,900.0
36886,72,1700,0,0.005265199,0.004115226,2,0,0,393.0
36895,57,2356,0,0.016619686,0.316504031,17,0,2,2446.0
36898,42,5583,2,0.9999999,0.349928367,5,0,1,977.0
36900,59,6010,1,0.102782631,0.368990185,10,0,2,1082.0
36902,53,3250,0,0.0068924,0.498615811,14,0,2,495.0
36910,66,6300,0,0.78787553,0.8785907,9,0,1,1450.0
36911,52,3369,1,0.982055994,0.340949555,8,0,0,1923.0
36912,56,5000,0,0.141624525,0.274745051,3,0,1,2611.0
36925,64,NA,2,0.027105927,4412.0,7,0,2,1420.0
36935,52,NA,2,0.001184815,2607.0,13,0,1,1135.0
36936,37,6250,0,0.056115415,0.236442169,7,0,2,935.0
36947,60,10000,0,0.119467234,0.180581942,14,0,1,467.0
36949,42,NA,2,0.646232439,4438.0,13,0,2,848.0
36954,45,4201,0,0.024332522,0.00499762,7,0,0,1622.0
36958,51,11916,2,0.018528305,0.229336242,12,0,2,792.0
36968,30,2806,0,0.906790945,0.135375846,2,0,0,902.0
36972,53,6851,2,0.880874608,0.752335085,8,0,3,259.0
36976,43,2000,0,0.150873965,0.055972014,5,0,0,712.0
36979,42,6650,2,0.179527349,0.449857164,6,0,2,403.0
36985,47,6100,3,0.155153794,1.104900836,12,0,4,415.0
36987,41,0,1,0.122281659,2777.0,4,0,1,1117.0
36989,66,3255,0,0.15620918,0.362407862,7,0,1,624.0
36993,29,2250,4,0.678937558,0.386050644,4,0,0,-3852.0
36995,79,1500,0,0.9999999,0.260493005,1,0,0,978.0
36999,46,4000,0,0.028368392,0.014746313,5,0,0,1236.0
37016,45,NA,0,0.9999999,6768.0,6,0,2,774.0
37019,57,7500,1,0.018508015,0.388614851,11,0,2,591.0
37026,81,NA,0,0.309898472,823.0,15,0,0,569.0
37028,64,7333,1,0.183139966,0.097082083,11,0,1,1075.0
37033,26,1457,1,0.9999999,0.16872428,1,0,0,641.0
37046,47,1,3,0.269899532,779.5,4,0,1,959.0
37050,56,10000,2,0.277262777,0.771022898,10,0,3,1057.0
37052,61,NA,0,0.07270238,2624.0,11,0,2,998.0
37055,39,3900,0,0.099525677,0.713406819,9,0,2,-1615.0
37058,40,9967,4,0.46854254,0.168539326,6,0,1,646.0
37064,46,2400,0,0.952349217,0.197001249,4,0,0,437.0
37067,74,2350,1,0.352987894,0.450446618,9,0,1,759.0
37073,59,7875,0,0.008838005,0.231208735,11,0,1,2189.0
37075,40,NA,0,1.051792829,444.0,2,1,0,724.0
37084,72,11200,0,0.065053572,0.351932863,20,0,1,841.0
37085,79,21920,0,0.025581903,0.001414169,3,0,0,265.0
37092,54,5191,0,0.998024144,0.878466872,11,0,1,799.0
37100,72,8261,1,0.039125393,0.148874365,5,0,1,2240.0
37113,48,NA,NA,0.160372802,2670.0,13,0,1,678.0
37117,36,6400,3,0.346556353,0.219496954,9,0,0,412.0
37122,66,3650,0,0.394828326,0.4606957,12,0,1,236.0
37125,51,5166,0,0.808644824,0.054383588,7,0,0,-1538.0
37126,48,10417,0,0.011212527,7.296506047,5,0,0,620.0
37132,32,3958,0,0.9999999,0.098509725,3,1,0,1163.0
37151,67,5600,0,0.061014015,0.29512587,8,0,1,689.0
37152,78,682,0,0.661217891,1.693997072,6,0,1,2043.0
37156,58,7150,0,0.004129312,0.581596979,13,0,2,912.0
37158,44,NA,1,0.324558323,5197.0,14,0,4,1163.0
37159,75,NA,0,0.008799413,21.0,2,0,0,1002.0
37160,40,4000,2,0.929207079,0.384653837,6,0,1,322.0
37161,38,3000,1,0.029709656,0.997334222,10,0,1,500.0
37162,62,8109,1,0.031281929,0.005302096,10,0,0,1891.0
37178,43,7500,1,0.19819568,0.35955206,10,0,1,768.0
37185,82,8166,0,0.62503039,0.122443982,7,0,0,341.0
37187,28,4500,0,0.9999999,0.115752055,5,0,0,-1400.0
37190,22,NA,0,0.9999999,35.0,1,0,0,885.0
37191,49,1300,1,0.333448702,2.538816295,11,0,2,2423.0
37193,52,NA,0,0.020522958,1211.0,11,0,1,362.0
37195,48,6259,0,0.064900762,0.468210863,9,0,2,1014.0
37197,68,NA,0,0.096843308,20.0,1,0,0,688.0
37207,41,NA,0,0.670133195,2720.0,5,0,1,944.0
37209,73,3120,1,0.02453072,0.25760974,14,0,0,1295.0
37214,55,3598,1,0.316177245,0.221450403,6,0,0,1013.0
37220,55,NA,1,0.010245663,1975.0,16,0,1,-2318.0
37222,53,12332,0,0.94376875,0.260277305,9,0,1,3320.0
37223,29,NA,0,0.093650879,323.0,5,0,0,720.0
37224,70,5450,1,0.247484637,0.357549074,12,0,1,436.0
37229,29,2600,0,0.192115412,0.13917724,4,0,0,462.0
37237,53,5500,0,0.42836475,0.618614797,11,0,2,1834.0
37253,41,7000,4,0.526247375,0.348664477,5,0,1,2292.0
37259,34,1600,0,0.829078801,1.094316052,7,1,2,1376.0
37263,70,2500,0,0.011986638,0.474210316,14,0,1,517.0
37269,64,12166,0,0.510818646,0.474397962,25,0,3,-6107.0
37278,46,6800,2,0.206836414,0.3498015,13,0,3,457.0
37280,47,8000,0,0.133718975,0.12535933,8,0,0,1840.0
37288,39,4966,2,0.144952633,0.088785988,7,0,0,1037.0
37296,64,NA,0,0.316922198,2593.0,8,0,1,329.0
37304,41,7200,3,0.82699187,0.242605194,19,0,0,2645.0
37305,38,NA,0,0.241885535,1227.0,6,0,1,2181.0
37306,49,12250,0,0.017749113,0.659456371,10,1,4,1071.0
37310,42,6000,1,0.287670737,0.39310115,9,0,2,200.0
37326,49,22200,0,0.209279845,0.144948426,10,0,2,1638.0
37328,45,8811,1,0.676293739,0.328075352,10,0,1,610.0
37330,63,6270,0,0.302955881,0.341891245,8,0,1,185.0
37331,56,3750,0,0.189722633,0.571314316,11,0,2,1147.0
37332,54,6520,1,0.725025271,0.742984205,10,0,2,-2602.0
37333,43,4000,0,0.176323538,0.410397401,2,0,1,2555.0
37335,66,1,0,0.524108721,1025.5,7,0,1,341.0
37337,56,1590,0,0.027445641,0.158390949,6,0,0,2065.0
37338,25,1820,0,0.007371762,0.242174629,11,0,0,966.0
37342,55,NA,0,0.955522239,2254.0,7,1,1,4348.0
37347,28,2080,1,0.9999999,0.20326766,2,0,0,1051.0
37348,74,NA,NA,0.206885882,607.0,9,0,0,1808.0
37349,62,13900,0,0.02571028,0.062585426,8,0,0,772.0
37350,46,5500,2,0.558255264,0.443373932,9,0,1,1385.0
37357,22,1040,0,0.852015577,0.644572526,5,0,0,1766.0
37358,50,4150,0,0.378965667,0.060949169,7,1,0,1242.0
37363,61,4086,1,0.59742351,0.578419379,9,0,1,2433.0
37376,55,9000,3,0.041611112,0.113431841,9,0,1,1454.0
37386,31,4430,0,0.294454959,0.195892575,7,0,0,187.0
37390,46,8074,1,0.415624806,0.518142415,9,0,1,327.0
37393,46,4098,1,0.306022462,0.950719688,12,0,2,664.0
37396,58,NA,2,0.18585322,2895.0,6,0,1,1534.0
37398,57,10500,0,0.075020135,0.036758404,13,0,0,547.0
37399,48,6000,0,0.090154794,0.166472255,10,0,1,1087.0
37401,28,5416,2,0.852917666,0.118515784,4,0,0,1513.0
37412,67,NA,0,0.003448038,4731.0,10,0,2,486.0
37424,76,250,0,0.089373357,0.577689243,5,0,0,791.0
37434,43,1600,0,0.013138007,0.232979388,3,0,1,2068.0
37441,42,6585,3,0.222242546,0.210598239,7,0,2,2099.0
37447,37,10416,4,0.754211388,0.541230681,10,0,1,760.0
37454,60,6216,0,0.478696774,0.234196558,7,0,1,616.0
37456,45,1500,2,0.775844831,0.906728847,3,0,1,1545.0
37461,52,11100,1,0.115652986,0.248536168,9,0,1,890.0
37462,48,6700,1,0.890867536,0.480674526,7,0,2,966.0
37466,53,5606,3,0.023154848,0.366684502,10,0,2,239.0
37467,57,4000,2,0.086574358,0.505623594,7,0,1,1063.0
37469,41,6000,0,0.060924046,0.071988002,4,0,0,1823.0
37478,80,NA,0,0.9999999,3.0,4,0,0,454.0
37486,64,2300,1,0.871353419,0.406345067,5,0,0,232.0
37489,46,10250,1,0.052161136,0.193444542,6,0,1,515.0
37512,56,8000,1,0.009936132,0.162354706,11,0,1,1581.0
37513,46,6500,1,0.048005199,0.353791724,16,0,2,519.0
37518,45,16184,1,1.001092572,0.269632376,8,0,1,-1659.0
