ID;CNT_TBM;CNT_ATM;CNT_POS;CNT_CSC
204412223;121;3;16;2
204423270;42;3;2;3
204426329;189;3;14;7
204426710;52;30;31;24
204433767;88;64;13;30
204444371;25;3;2;1
204445069;30;57;7;11
204451299;18;29;2;1
204457543;149;15;2;1
204458021;39;153;2;2
204479824;133;29;3;1
204481963;43;98;12;1
204490009;126;20;39;12
204491222;55;16;30;7
204497493;232;61;73;125
204498620;76;21;2;1
204502777;38;5;2;1
204504639;341;29;2;3
204534739;51;56;10;41
204535760;81;3;2;1
204546908;72;3;2;1
204563187;60;12;2;2
204568305;28;20;3;4
204578257;115;79;59;6
204594629;48;49;23;2
204596619;226;3;2;1
204611319;69;8;2;1
204613546;130;16;2;1
204640012;34;21;3;4
204643149;36;24;9;3
204648448;89;3;2;4
204678719;92;17;2;1
204700457;157;31;21;4
204724941;144;23;126;5
204727761;40;3;2;1
204762958;29;49;6;1
204765109;48;3;2;1
204769904;92;15;27;3
204780929;91;61;82;34
204780987;69;20;2;1
204788718;48;37;44;7
204838561;12;5;2;1
204842536;43;10;4;3
204849774;18;8;2;3
204850096;88;13;2;7
204857366;17;3;2;1
204860254;20;28;6;3
204869601;24;13;9;8
204870051;50;16;2;1
204876739;69;6;2;5
204877576;66;56;27;51
204883771;79;3;2;1
204885503;61;36;84;2
204889483;58;3;2;1
204901642;12;3;2;1
204908641;74;3;2;1
204912866;20;10;5;1
204929929;51;3;2;9
204968720;36;3;2;1
204983953;10;12;2;1
204994883;99;11;33;5
205004247;51;38;14;10
205019123;10;21;2;2
205022587;29;41;2;1
205025546;41;32;2;1
205031531;112;28;191;1
205040078;22;11;3;1
205040675;14;4;2;1
205054191;41;16;2;3
205056270;10;18;2;3
205057438;28;7;28;1
205057710;79;21;2;11
205067079;223;8;11;1
205092677;42;6;2;1
205098932;203;3;2;3
205122663;61;3;2;6
205128240;79;26;3;8
205132231;91;3;2;1
205173536;119;3;2;2
205178473;82;14;2;12
205199405;24;3;2;1
205214995;19;4;2;2
205223133;11;3;2;1
205224375;11;6;2;3
205237021;88;27;91;17
205237109;21;16;3;2
205237511;14;18;2;1
205257339;14;10;2;1
205281391;12;5;2;1
205299009;52;44;3;2
205304208;66;63;25;19
205317201;17;37;2;2
205320349;67;3;2;2
205322709;14;49;2;2
205337976;144;49;179;114
205338330;60;5;22;1
205358651;16;3;2;1
205359555;96;34;2;3
205367570;89;47;8;10
205370599;11;3;2;1
205381426;109;28;5;4
205409082;30;33;9;18
205413698;102;20;2;4
205415836;108;20;17;2
205417260;39;30;34;45
205429881;143;29;2;11
205430207;144;3;2;7
205435752;31;3;2;3
205450336;25;19;26;7
205452568;143;36;4;11
205464566;10;5;2;2
205486123;162;4;2;10
205489969;13;3;2;1
205497891;76;3;2;1
205499152;64;9;12;2
205506782;71;3;2;3
205507488;33;3;2;2
205527672;90;20;8;1
205548386;13;3;2;1
205573789;128;3;2;1
205609395;32;12;4;25
205628350;70;45;21;10
205657790;27;26;2;1
205681202;52;18;10;14
205682513;11;3;2;1
205683093;69;3;2;6
205693680;57;3;2;1
205705772;69;7;20;16
205712997;50;3;2;1
205713804;68;37;2;2
205725118;18;10;9;2
205737447;47;3;2;2
205740899;12;29;2;1
205754993;39;10;26;9
205755255;88;3;2;1
205757126;150;23;5;14
205764703;21;27;2;10
205766145;11;3;2;1
205769351;384;3;2;5
205776114;28;17;2;3
205788670;67;3;2;4
205795618;60;6;15;11
205800073;22;5;2;3
205801996;52;26;34;18
205811728;42;3;2;1
205819425;132;16;12;26
205825629;10;4;2;1
205825653;39;3;15;4
205827515;64;12;51;2
205830955;67;3;2;1
205831012;119;37;2;6
205837127;50;60;39;10
205841860;15;3;2;3
205853526;19;26;2;2
205865932;76;3;2;1
205884760;125;5;2;2
205890725;13;3;2;1
205902474;77;63;4;3
205908205;70;3;2;1
205910371;80;12;2;1
205912096;94;38;2;4
205912983;66;23;2;1
205918880;38;3;3;1
205922225;25;18;2;1
205962624;134;9;73;5
205973856;19;3;2;1
205979165;107;4;2;2
205982075;82;16;2;2
205990923;93;21;21;22
206000303;68;3;2;1
206005233;124;8;2;1
206011805;10;24;4;1
206014449;16;36;2;1
206036344;104;3;2;7
206062599;95;16;4;1
206069823;52;59;4;26
206091059;54;49;56;2
206091475;91;3;2;3
206097207;32;17;2;5
206098545;159;32;3;1
206098933;56;8;38;2
206111187;12;20;2;2
206124178;113;3;2;1
206125818;58;3;2;1
206128779;149;63;10;13
206133406;15;15;2;1
206144125;23;35;2;5
206149206;12;3;2;1
206155153;15;34;7;1
206159374;129;13;2;3
206172511;74;3;2;2
206172759;81;16;2;3
206173421;68;3;2;2
206175367;27;43;2;1
206180566;22;24;9;7
206183080;28;3;2;2
206208734;66;4;2;27
206213689;37;3;2;10
206219086;12;3;2;1
206243905;130;9;18;7
206260924;160;60;2;5
206269598;10;20;2;1
206279419;106;20;3;19
206283684;95;6;19;3
206286446;77;3;2;1
206286545;18;6;3;6
206294441;33;31;4;1
206302326;54;51;12;32
206312098;30;31;9;10
206333717;50;72;25;4
206334176;32;3;2;24
206337133;79;3;49;2
206345093;65;21;2;7
206354585;45;42;100;4
206355629;14;58;2;1
206370695;16;3;2;1
206379293;12;3;2;1
206383313;64;57;16;23
206390524;20;3;2;4
206397805;10;3;2;3
206398100;202;24;2;1
206408142;211;29;46;17
206426005;58;42;33;2
206449055;70;65;2;41
206468672;67;3;2;7
206468730;77;40;18;5
206477149;137;8;103;2
206511089;13;3;2;1
206520064;46;22;12;5
206522482;54;9;2;1
206526062;44;7;52;2
206534667;26;11;2;6
206576531;17;3;2;2
206589972;90;3;2;3
206590322;78;3;2;1
206606477;112;22;67;13
206618505;114;23;16;2
206618834;11;3;2;1
206623077;39;16;2;1
206636304;147;6;58;1
206637818;42;91;2;14
206664484;51;3;2;1
206703681;16;3;2;1
206703691;70;14;2;11
206708422;76;20;2;1
206714751;10;4;2;1
206726303;40;24;25;5
206730347;38;22;16;4
206743116;71;30;12;1
206750640;14;5;3;1
206760596;39;22;17;24
206770881;32;31;35;26
206771203;37;7;2;4
206788492;65;52;25;2
206793940;50;3;3;1
206804430;98;9;29;20
206825585;110;9;26;35
206827273;34;3;2;3
206830569;135;31;77;5
206860453;87;40;2;4
206883047;84;3;2;1
206889690;56;3;2;1
206907120;106;24;30;37
206911950;14;11;2;2
206917813;138;3;2;1
206925909;177;22;36;5
206930230;33;3;2;1
206947195;130;16;67;45
206957535;135;15;10;4
206957940;112;15;10;3
206961165;47;18;2;1
206966227;17;3;2;2
206968167;64;3;2;3
206989209;22;3;2;1
207004724;19;10;2;2
207016610;79;3;2;11
207019191;236;3;2;3
207021288;10;4;2;1
207022568;30;15;16;5
207041455;47;12;4;1
207050522;97;27;35;6
207058715;57;39;18;2
207093036;87;40;11;26
207095598;32;7;2;1
207098662;131;13;22;16
207108664;21;3;2;1
207108740;56;24;2;4
207112325;19;31;29;2
207127208;75;5;2;14
207131898;46;10;4;39
207152017;31;43;17;1
207153457;99;3;5;1
207169657;38;3;2;3
207182291;43;30;38;20
207225606;23;32;10;15
207228735;70;19;2;1
207229924;16;4;2;17
207234843;11;53;2;1
207240450;80;4;37;2
207263240;27;19;39;18
207277452;78;28;52;7
207293425;20;3;2;1
207295741;244;3;2;16
207313434;118;65;7;1
207327133;75;3;2;1
207328363;13;3;2;1
207335024;19;9;2;1
207342405;73;3;2;1
207346653;45;3;2;1
207352185;158;45;13;29
207363597;17;3;2;1
207378503;118;63;11;11
207379704;63;3;65;7
207380777;10;40;2;1
207398279;87;3;2;1
207398286;23;22;26;27
207406261;20;7;20;1
207411565;79;28;2;4
207414049;131;49;79;1
207421194;20;21;2;1
207428557;105;25;50;5
207447823;36;28;10;1
207450562;158;3;2;3
207452365;18;25;2;3
207463070;15;10;2;6
207464518;61;3;11;15
207470530;15;6;2;1
207480352;125;19;17;3
207483251;46;3;2;13
207496355;11;3;2;1
207504574;95;32;2;3
207507406;53;15;3;3
207528310;158;46;48;2
207545504;89;3;2;1
207548212;68;3;2;2
207552077;15;3;2;1
207553850;94;18;50;26
207556564;92;3;2;8
207569738;71;3;33;1
207572307;15;7;3;1
207572670;78;18;6;11
207582374;124;25;2;2
207594659;147;32;2;2
207601206;119;3;2;5
207603948;52;9;2;8
207606723;88;39;65;7
207618627;33;46;27;2
207632942;46;21;2;1
207637867;11;3;2;2
207659161;59;26;3;9
207666278;10;6;2;1
207667059;73;3;2;1
207671128;19;41;2;1
207676529;135;5;22;2
207686441;68;3;2;1
207690361;137;17;2;1
207693393;14;3;2;1
207693630;11;40;2;1
207694785;232;3;2;3
207700345;79;60;20;19
207724743;12;3;2;1
207730279;79;12;2;14
207744911;105;112;2;8
207748703;77;34;106;1
207749499;131;3;2;26
207808656;20;3;2;1
207810745;18;15;2;5
207814925;11;3;2;1
207816907;53;12;57;1
207835041;73;12;22;1
207836763;131;32;2;2
207845102;82;3;2;8
207845881;143;3;2;69
207855827;20;32;2;1
207869973;46;3;2;14
207882859;122;18;2;25
207885149;48;33;2;15
207890696;46;29;40;5
207893813;13;3;2;1
207894588;10;3;2;2
207896710;39;4;2;4
207903428;133;55;11;42
207914654;36;14;13;1
207929074;17;3;2;2
207937753;21;6;2;7
207944852;215;8;2;26
207946034;109;45;2;51
207949682;28;4;2;1
207964087;12;11;2;1
207965969;83;37;21;1
207970351;145;56;2;23
207980175;22;3;2;4
207982483;18;21;7;1
207986373;36;40;42;1
207987878;68;32;2;2
208001353;78;10;2;3
208008528;175;3;2;24
208009971;30;3;2;1
208051039;52;47;2;4
208060572;14;10;2;1
208106550;44;12;5;5
208106752;53;10;16;4
208112038;204;53;4;15
208112041;59;7;36;1
208154542;73;17;5;45
208160664;103;19;2;5
208161062;22;7;4;1
208164489;24;20;10;7
208164554;28;7;7;4
208166289;105;12;2;3
208179124;67;12;5;14
208181674;35;28;8;2
208181694;68;40;106;11
208197834;34;36;5;29
208199221;31;3;2;1
208202839;123;42;49;6
208216709;48;25;3;10
208217338;54;22;2;13
208225182;13;3;2;1
208226640;31;3;2;1
208228728;17;10;2;1
208247140;120;3;2;1
208279735;51;20;2;7
208295649;162;26;2;1
208308575;73;3;2;3
208309204;10;5;2;1
208319478;48;12;4;2
208331311;20;3;2;1
208349517;310;3;2;3
208358807;96;3;2;4
208375401;38;32;4;5
208376361;11;3;2;1
208385308;34;97;15;1
208390192;33;8;2;6
208391480;243;8;2;2
208403490;38;12;2;1
208407940;44;34;34;1
208421119;11;3;2;1
208422222;53;3;2;1
208437697;17;4;2;2
208441592;96;3;2;1
208453178;38;5;5;5
208456941;10;6;2;1
208491063;55;44;2;1
208495775;44;3;2;6
208496271;35;3;2;3
208501072;179;3;2;59
208523757;46;18;2;1
208538335;56;3;2;8
208563005;94;3;2;2
208566464;29;3;2;1
208568409;183;76;2;1
208572068;1332;3;2;7
208580973;12;37;2;1
208591827;67;15;2;5
208608692;20;9;2;1
208608912;33;5;12;1
208611997;10;3;2;2
208613797;77;12;2;5
208626965;79;14;11;9
208632087;31;3;2;12
208645000;42;3;2;4
208648489;22;13;2;4
208650917;15;3;2;3
208657147;39;3;2;39
208658837;12;4;2;1
208666511;35;32;17;24
208679818;26;11;2;1
208687369;96;14;22;4
208701242;197;46;111;3
208709003;67;30;35;11
208710304;30;66;2;1
208721179;43;3;2;7
208722119;16;3;2;1
208725254;24;3;2;1
208730587;20;3;2;2
208761421;69;61;85;4
208762490;100;68;2;3
208762911;52;3;2;1
208795210;66;22;2;1
208800582;39;3;36;9
208801922;48;42;24;23
208806275;32;3;2;12
208807639;35;49;5;13
208807691;88;13;2;1
208812292;66;36;81;41
208814346;62;3;2;1
208839681;46;37;84;6
208873251;95;3;2;1
208876818;62;15;8;2
208878024;87;36;3;7
208888881;44;7;2;2
208889623;57;27;14;2
208894624;64;67;2;12
208903627;30;37;38;17
208917647;164;13;2;28
208919440;162;3;11;4
208935468;11;4;2;1
208943207;51;32;51;22
208966397;51;91;26;16
208966781;20;32;24;5
208981776;52;50;31;29
208983936;44;34;2;2
208985772;24;22;5;1
209018903;33;3;2;1
209027699;11;3;2;1
209029086;60;30;77;12
209029244;40;60;3;11
209059295;118;30;5;2
209110386;58;30;45;26
209114734;231;45;2;1
209125746;40;21;5;3
209128233;55;35;2;11
209133063;34;33;3;2
209135546;23;3;2;2
209136342;97;10;2;1
209153426;25;36;2;1
209165264;38;20;41;1
209169484;104;42;34;46
209176715;139;33;2;1
209179086;215;3;13;2
209189666;41;26;56;1
209214286;48;121;28;10
209214590;110;16;2;2
209229909;22;3;2;1
209263497;30;7;2;1
209269931;120;36;102;8
209271301;46;19;2;1
209274272;55;8;3;16
209310267;194;3;2;12
209313394;65;14;6;1
209323341;44;13;2;2
209325884;49;8;42;38
209341455;15;24;5;1
209341797;93;3;2;1
209344621;10;14;2;1
209345830;11;3;2;1
209359526;32;13;2;9
209362550;24;8;33;9
209385594;74;3;2;1
209394525;76;33;2;5
209415773;35;34;17;1
209416544;17;3;2;1
209420789;18;3;2;2
209428031;84;37;36;11
209429068;107;3;2;1
209434040;41;22;18;9
209448787;17;9;3;1
209453941;68;15;2;1
209462598;73;32;15;10
209470876;124;52;182;9
209487430;90;31;87;1
209494454;157;17;2;1
209517186;120;107;64;6
209521709;263;42;12;1
209530415;17;5;2;1
209536525;25;113;3;1
209545733;66;4;6;1
209559538;11;3;2;3
209562884;36;3;2;5
209583502;101;94;99;6
209592065;164;4;2;4
209601076;31;3;2;1
209607599;44;46;3;9
209611433;43;19;11;1
209616901;14;3;2;1
209619888;515;3;2;203
209628886;167;14;48;16
209639544;13;6;2;1
209675677;93;19;20;9
209679324;77;12;2;4
209696661;29;51;6;11
209699093;90;14;142;17
209704982;23;13;7;3
209705310;11;10;2;1
209716573;23;9;2;1
209717043;21;3;2;1
209729309;42;31;5;67
209735374;105;3;2;3
209745316;17;3;2;1
209749494;73;20;42;56
209750642;12;3;2;1
209751375;18;3;2;1
209755482;167;16;5;1
209756670;23;43;2;2
209772948;23;17;36;1
209773515;78;22;4;10
209775902;98;18;7;5
209776915;10;3;2;2
209777797;120;28;3;2
209778286;88;14;27;10
209781723;43;22;2;2
209782585;124;22;2;1
209784540;20;34;2;1
209796954;70;3;2;1
209799158;19;3;2;5
209860538;279;37;92;44
209870609;41;24;19;17
209891919;47;16;2;1
209898355;155;7;2;27
209905152;51;3;2;1
209914866;101;85;110;19
209926361;32;20;44;1
209928326;43;3;2;1
209953615;40;12;38;4
209955829;92;11;55;8
209960433;120;47;45;26
209961156;145;34;25;31
209966891;10;3;2;3
209983741;47;23;43;3
209987015;21;11;3;1
209999121;11;3;2;1
210001441;92;3;2;1
210013732;98;19;27;11
210013892;58;3;2;1
210017101;11;3;2;1
210049771;64;3;2;1
210057136;14;36;2;1
210063006;65;3;6;15
210064290;33;29;2;3
210085337;57;11;2;2
210100662;24;3;2;6
210127195;89;8;40;1
210136493;40;6;10;6
210141387;13;3;2;4
210143974;21;62;2;1
210147012;10;3;2;23
210156769;47;15;32;1
210163082;131;3;2;48
210168430;117;34;32;16
210190973;20;51;2;1
210198916;11;3;2;1
210209517;85;7;74;1
210215897;83;17;63;27
210216954;17;19;2;1
210218431;35;9;2;1
210223353;96;12;10;9
210250937;56;9;2;5
210280052;100;3;2;3
210286467;69;3;2;7
210288269;66;28;13;13
210293351;84;18;2;4
210315631;190;84;26;5
210323447;153;12;63;4
210326904;147;3;2;2
210328987;108;47;47;13
210344077;10;14;2;1
210357134;94;29;129;2
210363346;34;31;31;22
210367644;40;48;127;6
210377787;50;34;48;23
210379181;34;3;2;2
210390386;23;6;2;1
210392822;50;3;2;4
210417026;135;3;2;10
210420912;44;3;2;7
210425672;26;3;2;1
210444269;32;12;2;2
210445727;26;56;4;9
210445865;115;3;2;7
210465631;89;17;2;1
210476091;53;3;2;1
210476927;37;45;6;12
210480559;230;9;15;11
210495154;53;88;42;17
210496915;65;3;2;2
210518857;112;3;2;1
210526064;13;5;2;1
210527042;26;77;2;1
210532267;11;3;2;1
210537879;15;3;2;1
210548054;17;3;2;2
210554817;539;3;2;26
210584629;34;3;2;5
210585916;129;54;99;2
210598009;146;22;7;25
210608622;60;22;2;1
210612455;26;126;9;211
210637186;117;57;2;51
210644652;87;3;2;1
210673876;32;22;13;1
210692770;75;3;2;1
210712348;25;3;2;6
210712821;12;3;2;1
210717669;105;14;2;2
210719228;10;4;2;1
210721088;58;44;9;6
210721633;34;26;2;1
210725833;107;39;43;4
210738155;19;6;2;1
210739628;30;37;26;3
210742510;58;3;2;1
210753436;69;3;2;1
210758983;18;3;2;3
210781029;71;39;10;6
210787980;15;16;6;2
210800560;41;15;2;1
210810944;36;18;2;1
210815077;73;17;4;4
210844802;14;3;2;1
210849974;143;8;5;1
210853451;12;3;2;1
210855266;60;6;2;4
210863837;56;3;2;3
210877325;11;6;2;1
210886205;100;3;2;13
210901980;181;3;2;5
210935142;78;3;2;1
210938540;100;17;12;59
210938637;35;6;25;6
210939458;22;30;19;2
210954144;79;60;41;71
210971099;173;17;10;3
210982542;61;3;2;1
210990465;17;3;2;1
211009071;70;22;42;1
211020744;137;33;18;14
211025859;15;27;2;1
211070644;70;5;3;3
211076215;33;3;2;1
211078199;155;58;91;22
211079073;67;3;2;4
211082610;78;3;2;2
211087355;42;36;5;1
211092850;151;51;2;1
211118644;17;3;2;1
211122840;23;3;2;1
211133435;84;23;78;3
211135565;21;32;12;1
211138684;19;28;2;1
211141291;111;27;53;8
211143899;111;95;75;12
211153276;20;32;2;3
211155741;15;3;2;2
211165375;20;19;2;3
211172633;171;26;18;3
211173393;14;6;2;2
211204124;30;30;2;5
211219581;84;22;16;1
211246243;23;3;2;8
211250510;65;66;4;50
211259911;26;3;2;2
211266563;68;17;37;8
211266978;150;9;69;1
211271117;243;19;107;34
211271872;150;55;19;3
211272545;128;8;13;26
211301078;68;3;2;13
211307181;109;6;37;29
211315719;10;6;2;1
211340576;13;5;2;1
211347314;48;87;58;4
211356955;86;83;23;93
211358155;26;13;2;3
211382662;39;51;4;11
211383537;11;3;2;2
211383862;25;3;2;1
211385465;57;41;20;1
211385495;76;21;2;1
211390995;43;34;12;4
211405411;47;23;70;3
211414953;118;3;2;1
211421177;20;49;35;1
211448519;35;75;2;3
211454922;36;4;2;9
211455907;83;31;7;45
211475349;60;33;17;9
211477309;20;15;2;3
211494140;98;38;2;1
211512128;20;56;18;5
211516711;57;32;129;41
211519925;48;3;2;4
211557646;99;49;21;24
211559519;43;45;23;6
211563326;58;35;2;1
211588170;96;22;15;21
211595551;15;3;2;1
211602716;59;24;4;1
211611295;106;7;5;7
211612754;10;8;2;1
211623606;90;3;17;23
211632356;69;18;2;1
211674798;50;9;24;1
211679563;13;17;2;1
211682791;36;3;2;1
211692805;13;3;2;1
211700179;67;16;26;1
211713463;148;13;2;9
211731263;20;10;12;1
211749701;80;95;46;7
211760392;221;66;2;11
211761132;58;3;2;1
211778031;211;11;11;4
211796016;64;26;2;2
211798938;72;4;52;1
211810078;51;5;2;10
211813164;12;23;2;1
211814866;19;52;2;1
211820876;33;17;3;3
211821228;101;53;18;2
211827345;81;38;20;1
211831051;39;18;12;4
211833872;12;3;2;1
211834629;11;3;2;1
211839948;141;28;5;8
211840916;55;10;2;1
211850002;45;11;2;2
211853965;17;26;2;1
211867887;23;39;74;18
211877705;66;36;9;1
211887061;91;38;81;15
211892417;417;91;7;14
211894179;21;3;2;1
211896861;261;47;83;62
211898477;119;38;12;1
211919293;83;3;2;1
211924389;107;3;2;2
211939336;61;23;4;1
211941969;19;3;2;1
211948021;121;31;2;1
211955246;52;26;3;16
211959418;35;3;2;1
211964963;49;4;2;2
211965780;31;3;2;1
211988215;42;14;8;10
212000070;93;23;10;2
212009771;20;3;2;2
212018616;103;19;96;40
212019844;20;44;3;1
212021580;63;29;2;7
212024374;30;3;2;5
212035301;39;29;16;25
212057803;114;51;2;10
212064092;93;3;2;1
212067189;30;22;49;3
212069943;45;23;15;1
212080250;85;10;15;1
212086673;52;3;2;1
212088444;112;25;3;1
212089785;81;3;2;2
212101122;12;9;2;14
212105870;43;73;9;1
212110984;14;5;2;1
212118400;14;3;2;1
212121208;51;36;16;6
212125607;62;18;7;1
212146685;40;15;32;1
212155594;67;19;2;1
212158682;34;14;11;8
212173826;12;3;5;1
212176311;38;3;2;1
212179278;52;22;21;1
212195857;19;85;3;1
212227138;55;21;13;5
212231074;65;3;2;1
212232764;62;3;2;1
212239452;29;57;10;1
212250312;44;3;2;1
212252231;318;54;6;15
212266137;21;6;2;1
212275633;11;3;2;3
212282925;55;30;37;10
212285087;110;9;20;2
212297600;38;3;2;1
212313541;41;21;2;1
212323981;122;36;24;43
212325823;210;29;2;36
212333634;103;28;4;2
212335473;17;3;2;1
212342713;71;3;2;3
212345721;23;3;2;1
212348697;36;11;2;2
212360656;150;26;10;40
212361181;97;17;15;21
212364008;42;18;56;2
212368184;22;3;2;1
212373627;16;3;2;1
212388271;26;17;2;5
212393198;53;3;3;5
212401487;11;3;2;2
212418954;22;3;2;1
212434236;16;3;2;4
212445869;88;19;2;1
212451520;89;32;2;16
212458673;44;17;3;3
212478640;42;15;6;4
212484305;12;3;2;1
212490040;99;32;44;1
212534885;76;76;69;13
212540281;39;10;5;5
212541147;27;53;3;1
212548568;42;5;2;4
212550040;122;36;70;1
212563871;94;3;2;2
212575451;18;10;11;2
212577392;98;27;13;1
212604575;25;14;2;12
212613072;38;11;5;2
212627473;14;33;28;1
212632377;185;63;28;7
212634067;24;20;2;3
212638812;44;15;2;1
212647601;76;54;41;14
212647725;30;12;4;1
212658918;23;12;2;1
212661018;18;52;2;1
212664133;67;3;2;5
212693088;23;41;5;11
212695816;73;4;2;1
212700012;13;3;2;1
212707887;28;19;46;4
212715417;138;3;2;1
212752141;116;63;24;20
212763258;39;25;7;4
212764405;14;11;2;1
212779057;90;79;13;7
212780480;13;8;2;5
212791055;44;3;2;1
212792860;36;42;6;13
212801505;15;17;2;1
212807970;11;3;2;1
212808753;144;26;14;44
212822458;236;35;43;15
212827602;32;3;2;1
212837698;31;4;2;1
212859514;64;11;2;7
212864195;101;13;2;5
212866812;79;12;2;1
212876761;97;58;69;28
212889549;12;3;2;1
212895534;21;3;2;1
212900538;47;14;2;2
212901109;44;29;21;7
212903235;11;12;8;3
212912217;14;3;2;2
212912293;86;3;2;1
212913286;57;26;75;23
212918243;110;13;5;1
212949651;19;3;2;1
212971068;50;7;2;1
212987587;37;17;2;4
212994717;151;3;2;1
213001875;10;3;2;2
213015352;32;3;2;4
213016961;12;22;2;1
213019930;35;57;23;1
213041090;32;12;15;1
213057434;10;5;2;1
213057672;151;49;20;16
213078326;308;3;2;4
213084583;306;18;2;3
213086306;15;3;2;1
213092165;84;19;2;1
213092982;41;8;3;3
213099243;61;28;22;7
213122115;16;14;2;3
213128002;50;26;2;32
213131081;48;8;2;1
213134776;127;14;2;15
213145813;58;35;42;3
213147500;94;3;2;5
213148723;29;33;11;1
213149624;78;21;17;25
213160652;16;3;2;1
213198583;82;105;76;5
213201818;26;3;2;2
213206212;127;3;2;2
213207715;137;42;19;6
213225674;106;21;4;4
213228166;73;36;20;12
213233177;16;3;2;1
213234191;217;10;2;5
213235626;15;3;2;1
213238086;17;20;2;1
213239434;72;9;2;9
213241309;159;3;2;2
213254089;65;4;2;1
213274618;11;3;2;1
213276062;126;27;4;28
213281508;57;3;2;3
213285003;57;23;2;6
213289268;39;19;4;5
213290086;27;22;23;24
213314371;25;3;2;1
213314789;84;14;2;9
213315730;28;16;3;3
213327733;68;3;2;1
213335702;44;30;2;11
213335942;90;26;15;2
213338371;42;18;59;4
213348771;20;6;2;9
213379711;54;27;2;2
213390571;103;5;2;3
213395293;125;37;16;34
213413543;100;3;2;1
213417241;19;3;2;2
213421227;107;62;10;18
213433336;74;4;16;3
213434234;11;3;2;1
213438618;116;28;3;20
213470448;314;30;76;94
213533465;34;67;2;6
213539930;17;29;2;1
213547886;80;15;3;45
213562389;57;11;26;10
213582969;53;3;2;1
213601915;25;41;2;3
213602816;14;3;2;1
213620904;57;13;6;9
213622698;13;80;2;1
213636776;125;3;2;1
213641207;53;11;30;1
213641372;34;65;60;22
213644448;106;13;2;1
213648646;13;49;2;1
213652563;49;39;18;6
213656405;121;22;2;1
213666864;116;95;19;32
213674851;93;19;3;8
213691535;52;10;2;2
213692679;38;30;3;8
213703859;29;33;12;1
213705014;60;28;47;2
213707448;118;20;93;20
213718098;24;3;2;1
213731810;13;42;17;1
213740291;13;11;2;1
213749462;10;8;2;1
213749603;13;4;4;2
213761016;95;33;14;37
213762302;54;25;5;3
213771459;68;3;2;1
213792270;124;3;3;1
213815820;95;8;3;1
213822702;134;3;2;18
213841837;115;54;21;4
213855323;64;45;42;7
213855677;86;27;4;15
213856490;68;55;43;1
213856961;150;19;2;3
213859233;124;3;2;10
213871148;83;10;2;17
213876991;35;40;12;11
213879371;11;3;2;1
213881400;61;119;214;2
213896487;69;7;34;4
213902413;132;29;34;1
213924681;28;3;2;9
213933963;48;3;2;1
213944736;35;19;2;7
213948881;58;38;48;22
213952061;96;40;51;31
213967233;115;26;5;28
213967452;60;37;56;1
213983054;58;31;2;5
213983263;31;17;2;1
213995640;13;3;2;1
213998281;62;3;2;1
214005902;15;38;12;1
214016407;19;11;2;2
214019808;85;15;2;9
214021396;10;25;2;1
214024774;88;3;2;1
214033999;70;15;20;7
214060383;154;49;2;10
214079944;72;30;17;9
214084380;18;10;2;1
214089874;65;20;2;2
214092993;164;3;2;3
214106626;35;3;2;1
214109173;142;24;7;2
214129074;17;3;2;3
214129353;18;16;2;2
214137253;59;3;2;6
214140049;99;3;8;3
214152692;43;3;2;1
214155766;102;26;2;12
214166044;68;18;2;1
214171791;125;20;2;19
214178238;136;3;2;2
214191435;262;17;103;2
214192179;63;127;65;26
214221231;11;3;2;1
214228913;57;43;5;13
214235719;93;3;2;1
214254228;83;3;2;7
214263303;129;15;2;8
214265147;71;14;21;1
214281416;79;3;33;38
214283825;69;24;2;20
214312447;94;58;2;11
214330420;26;28;7;1
214336890;17;9;5;9
214338329;359;3;2;3
214342560;130;23;65;40
214344967;40;3;2;1
214355626;47;16;4;2
214368352;83;19;19;39
214373260;35;39;53;1
214378588;13;3;2;1
214387857;23;3;2;1
214400523;117;7;2;5
214403404;29;3;2;1
214422312;54;3;41;1
214428295;322;3;2;17
214429122;54;34;8;9
214430581;100;15;2;1
214435794;100;5;2;6
214451774;141;28;6;22
214483331;16;4;2;1
214483425;10;3;2;2
214495279;92;3;2;11
214497438;16;23;3;1
214509321;90;23;68;6
214517939;49;46;2;2
214524453;25;50;2;1
214525560;88;3;15;4
214529886;32;20;5;5
214530234;31;46;45;19
214540520;34;4;2;2
214547882;201;22;2;2
214550749;72;3;2;1
214562198;129;13;12;8
214571931;81;14;2;1
214575541;56;30;80;8
214586910;11;3;2;1
214587438;13;11;9;3
214594349;38;37;65;8
214605380;148;3;6;2
214618644;44;3;2;3
214619665;38;3;5;1
214634740;24;35;2;1
214667244;74;25;2;14
214689655;107;3;2;23
214697034;29;25;3;1
214714113;142;39;36;4
214715834;64;3;2;1
214748556;169;3;2;1
214751696;78;5;3;11
214753952;11;3;2;2
214804043;21;53;26;4
214806038;41;38;2;17
214809749;56;14;10;7
214824267;12;4;2;1
214829390;60;14;43;10
214832673;10;4;2;1
214858906;13;3;2;1
214861327;62;3;31;1
214878377;114;5;2;4
214895624;61;6;3;2
214896136;56;4;6;11
214897103;93;31;63;1
214912295;34;23;62;1
214916496;37;26;25;1
214917227;54;12;6;4
214940482;20;16;8;4
214940969;135;3;2;2
214947417;28;3;2;1
214953681;27;103;6;32
214974312;11;3;2;1
214976023;15;3;2;1
214994479;18;5;2;1
214997287;46;18;47;2
